gene_name,gene_id,mgi_symbol
ENSMUSG00000052821,15462,Cysltr1
ENSMUSG00000052825,15463,Gm9892
ENSMUSG00000052833,15464,Sae1
ENSMUSG00000052837,15465,Junb
ENSMUSG00000052848,15466,C130026L21Rik
ENSMUSG00000052850,15467,Tas2r137
ENSMUSG00000052852,15468,Reep1
ENSMUSG00000052854,15469,Nrk
ENSMUSG00000052861,15470,Dnah6
ENSMUSG00000052865,15471,Gm13619
ENSMUSG00000052889,15472,Prkcb
ENSMUSG00000052906,15473,Ubxn8
ENSMUSG00000052909,15474,Gm9894
ENSMUSG00000052911,15475,Lamb2
ENSMUSG00000052912,15476,Smarca5-ps
ENSMUSG00000052914,15477,Cyp2j6
ENSMUSG00000052915,15478,Msl1
ENSMUSG00000052917,15479,Senp7
ENSMUSG00000052920,15480,Prkg1
ENSMUSG00000052921,15481,Arhgef15
ENSMUSG00000052922,15482,Bpi
ENSMUSG00000052926,15483,Rnaseh2a
ENSMUSG00000052928,15484,Ctif
ENSMUSG00000052934,15485,Fbxo31
ENSMUSG00000052942,15486,Glis3
ENSMUSG00000052949,15487,Rnf157
ENSMUSG00000052951,15488,C130021I20Rik
ENSMUSG00000052955,15489,Cpvl
ENSMUSG00000052957,15490,Gas1
ENSMUSG00000052961,15491,NA
ENSMUSG00000052962,15492,Mrpl35
ENSMUSG00000052974,15493,Cyp2f2
ENSMUSG00000052979,15494,NA
ENSMUSG00000052981,15495,Ube2ql1
ENSMUSG00000052997,15496,Uba2
ENSMUSG00000053004,15497,Hrh1
ENSMUSG00000053007,15498,Creb5
ENSMUSG00000053012,15499,Krcc1
ENSMUSG00000053024,15500,Cntn2
ENSMUSG00000053025,15501,Sv2b
ENSMUSG00000053030,15502,Spink2
ENSMUSG00000053038,15503,Gm6180
ENSMUSG00000053040,15504,Aph1c
ENSMUSG00000053044,15505,Cd8b1
ENSMUSG00000053046,15506,Brsk2
ENSMUSG00000053049,15507,Gm15413
ENSMUSG00000053054,15508,Adh6a
ENSMUSG00000053062,15509,Jam2
ENSMUSG00000053063,15510,Clec12a
ENSMUSG00000053070,15511,9230110C19Rik
ENSMUSG00000053080,15512,2700081O15Rik
ENSMUSG00000053081,15513,1700069B07Rik
ENSMUSG00000053091,15514,Lins1
ENSMUSG00000053093,15515,Myh7
ENSMUSG00000053094,15516,Tmem248
ENSMUSG00000053101,15517,Gpr141
ENSMUSG00000053110,15518,Yap1
ENSMUSG00000053111,15519,Fank1
ENSMUSG00000053113,15520,Socs3
ENSMUSG00000053117,15521,E330013P04Rik
ENSMUSG00000053119,15522,Chmp3
ENSMUSG00000053121,15523,Gm5129
ENSMUSG00000053128,15524,Rnf26
ENSMUSG00000053129,15525,Gsx1
ENSMUSG00000053134,15526,Supt7l
ENSMUSG00000053137,15527,Mapk11
ENSMUSG00000053141,15528,Ptprt
ENSMUSG00000053146,15529,Olfr352
ENSMUSG00000053153,15530,Spag16
ENSMUSG00000053158,15531,Fes
ENSMUSG00000053161,15532,Daw1
ENSMUSG00000053164,15533,Gpr21
ENSMUSG00000053166,15534,Cdh22
ENSMUSG00000053168,15535,9030619P08Rik
ENSMUSG00000053173,15536,Rpl18-ps2
ENSMUSG00000053175,15537,Bcl3
ENSMUSG00000053178,15538,Mterf1b
ENSMUSG00000053181,15539,A830005F24Rik
ENSMUSG00000053182,15540,Gm609
ENSMUSG00000053184,15541,Spaca3
ENSMUSG00000053185,15542,Gm9898
ENSMUSG00000053192,15543,Mllt11
ENSMUSG00000053194,15544,Cib4
ENSMUSG00000053198,15545,Prx
ENSMUSG00000053199,15546,Arhgap20
ENSMUSG00000053205,15547,Styx
ENSMUSG00000053208,15548,Kat2b-ps
ENSMUSG00000053211,15549,Zfy1
ENSMUSG00000053214,15550,Gm9899
ENSMUSG00000053216,15551,Btn2a2
ENSMUSG00000053217,15552,Tas2r136
ENSMUSG00000053218,15553,NA
ENSMUSG00000053219,15554,Raet1e
ENSMUSG00000053226,15555,Dand5
ENSMUSG00000053228,15556,Ceacam3
ENSMUSG00000053244,15557,NA
ENSMUSG00000053251,15558,Olfr212
ENSMUSG00000053253,15559,Ndfip2
ENSMUSG00000053263,15560,Gm12592
ENSMUSG00000053268,15561,Dspp
ENSMUSG00000053277,15562,NA
ENSMUSG00000053279,15563,Aldh1a1
ENSMUSG00000053286,15564,Trmt1l
ENSMUSG00000053287,15565,Olfr1013
ENSMUSG00000053289,15566,Ddx10
ENSMUSG00000053291,15567,Rab4b
ENSMUSG00000053293,15568,Pom121
ENSMUSG00000053297,15569,AI854703
ENSMUSG00000053303,15570,Slc22a26
ENSMUSG00000053310,15571,Nrgn
ENSMUSG00000053317,15572,Sec61b
ENSMUSG00000053318,15573,Slamf8
ENSMUSG00000053329,15574,D10Jhu81e
ENSMUSG00000053332,15575,Gas5
ENSMUSG00000053333,15576,Dis3l2
ENSMUSG00000053334,15577,Ficd
ENSMUSG00000053338,15578,Tarm1
ENSMUSG00000053347,15579,Zfp943
ENSMUSG00000053353,15580,2310001K24Rik
ENSMUSG00000053358,15581,Gm9905
ENSMUSG00000053360,15582,F730035P03Rik
ENSMUSG00000053367,15583,Gm6792
ENSMUSG00000053368,15584,Rxfp2
ENSMUSG00000053375,15585,Atp6v1e2
ENSMUSG00000053388,15586,Trim50
ENSMUSG00000053389,15587,Tas2r107
ENSMUSG00000053390,15588,Zfp952
ENSMUSG00000053391,15589,Olfr211
ENSMUSG00000053395,15590,Cacng8
ENSMUSG00000053398,15591,Phgdh
ENSMUSG00000053399,15592,Adamts18
ENSMUSG00000053411,15593,Cbx7
ENSMUSG00000053414,15594,Hunk
ENSMUSG00000053420,15595,Gm4792
ENSMUSG00000053436,15596,Mapk14
ENSMUSG00000053441,15597,Adamts19
ENSMUSG00000053442,15598,4930597O21Rik
ENSMUSG00000053453,15599,Thoc7
ENSMUSG00000053460,15600,Ggcx
ENSMUSG00000053461,15601,Hhipl2
ENSMUSG00000053465,15602,Hs6st3
ENSMUSG00000053467,15603,NA
ENSMUSG00000053469,15604,Tg
ENSMUSG00000053470,15605,Kdm3a
ENSMUSG00000053472,15606,Gm13534
ENSMUSG00000053475,15607,Tnfaip6
ENSMUSG00000053477,15608,Tcf4
ENSMUSG00000053483,15609,Usp21
ENSMUSG00000053490,15610,Trim60
ENSMUSG00000053499,15611,Gm5444
ENSMUSG00000053508,15612,BC048502
ENSMUSG00000053510,15613,Nrd1
ENSMUSG00000053519,15614,Kcnip1
ENSMUSG00000053522,15615,Lgals7
ENSMUSG00000053528,15616,A530021J07Rik
ENSMUSG00000053536,15617,Cstf2t
ENSMUSG00000053541,15618,Gm4759
ENSMUSG00000053545,15619,6430503K07Rik
ENSMUSG00000053550,15620,Shisa7
ENSMUSG00000053552,15621,Ebf4
ENSMUSG00000053553,15622,3110082I17Rik
ENSMUSG00000053559,15623,Smagp
ENSMUSG00000053560,15624,Ier2
ENSMUSG00000053565,15625,Eif3k
ENSMUSG00000053574,15626,4930563E22Rik
ENSMUSG00000053580,15627,Tanc2
ENSMUSG00000053581,15628,Zfand2a
ENSMUSG00000053583,15629,NA
ENSMUSG00000053588,15630,A730061H03Rik
ENSMUSG00000053593,15631,Fate1
ENSMUSG00000053600,15632,Zfp472
ENSMUSG00000053603,15633,4930442H23Rik
ENSMUSG00000053604,15634,Rpia
ENSMUSG00000053613,15635,Notumos
ENSMUSG00000053615,15636,Gm9913
ENSMUSG00000053617,15637,Sh3pxd2a
ENSMUSG00000053624,15638,Gykl1
ENSMUSG00000053626,15639,Tll1
ENSMUSG00000053640,15640,Gm9915
ENSMUSG00000053641,15641,Dennd4a
ENSMUSG00000053644,15642,Aldh7a1
ENSMUSG00000053646,15643,Plxnb1
ENSMUSG00000053647,15644,Gper1
ENSMUSG00000053654,15645,Krt42
ENSMUSG00000053656,15646,Dancr
ENSMUSG00000053664,15647,NA
ENSMUSG00000053675,15648,Tgm5
ENSMUSG00000053678,15649,Defb40
ENSMUSG00000053684,15650,BC048403
ENSMUSG00000053687,15651,Dpep2
ENSMUSG00000053693,15652,Mast1
ENSMUSG00000053695,15653,Defb37
ENSMUSG00000053702,15654,Nebl
ENSMUSG00000053706,15655,B430305J03Rik
ENSMUSG00000053714,15656,4732471J01Rik
ENSMUSG00000053716,15657,Dusp7
ENSMUSG00000053719,15658,Klk1b26
ENSMUSG00000053720,15659,Vmn2r43
ENSMUSG00000053729,15660,Spinkl
ENSMUSG00000053730,15661,Tmem39b
ENSMUSG00000053740,15662,Gm6457
ENSMUSG00000053742,15663,Gm5114
ENSMUSG00000053746,15664,Ptrh1
ENSMUSG00000053747,15665,Sox14
ENSMUSG00000053749,15666,Gm9920
ENSMUSG00000053754,15667,Chd8
ENSMUSG00000053765,15668,Oas1f
ENSMUSG00000053768,15669,Chchd3
ENSMUSG00000053769,15670,Lysmd1
ENSMUSG00000053773,15671,Rdh8
ENSMUSG00000053774,15672,Ubxn7
ENSMUSG00000053783,15673,1700016K19Rik
ENSMUSG00000053797,15674,Krt16
ENSMUSG00000053799,15675,Exoc6
ENSMUSG00000053801,15676,Grwd1
ENSMUSG00000053815,15677,Olfr744
ENSMUSG00000053819,15678,Camk2d
ENSMUSG00000053820,15679,Bcl2a1c
ENSMUSG00000053821,15680,Gm9922
ENSMUSG00000053825,15681,Ppfia2
ENSMUSG00000053830,15682,Gm9923
ENSMUSG00000053835,15683,H2-T24
ENSMUSG00000053838,15684,Nudcd3
ENSMUSG00000053839,15685,NA
ENSMUSG00000053841,15686,Txlna
ENSMUSG00000053846,15687,Lipg
ENSMUSG00000053852,15688,Adgrg4
ENSMUSG00000053856,15689,Dnajc5g
ENSMUSG00000053861,15690,Gm9925
ENSMUSG00000053862,15691,Slc51b
ENSMUSG00000053863,15692,Mepe
ENSMUSG00000053870,15693,Fpgt
ENSMUSG00000053873,15694,Aym1
ENSMUSG00000053877,15695,Srcap
ENSMUSG00000053886,15696,Sh2d4a
ENSMUSG00000053889,15697,Kirrel3os
ENSMUSG00000053896,15698,4933409G03Rik
ENSMUSG00000053897,15699,Slc39a8
ENSMUSG00000053898,15700,Ech1
ENSMUSG00000053906,15701,NA
ENSMUSG00000053907,15702,Mat2a
ENSMUSG00000053909,15703,Rhox10
ENSMUSG00000053914,15704,Kdm4d
ENSMUSG00000053916,15705,Nanp
ENSMUSG00000053925,15706,Gm9929
ENSMUSG00000053929,15707,Cyhr1
ENSMUSG00000053930,15708,Shisa6
ENSMUSG00000053931,15709,Cnn3
ENSMUSG00000053935,15710,NA
ENSMUSG00000053950,15711,Adnp2
ENSMUSG00000053957,15712,Gm12474
ENSMUSG00000053961,15713,Ang5
ENSMUSG00000053963,15714,6330403A02Rik
ENSMUSG00000053964,15715,Lgals4
ENSMUSG00000053965,15716,Pde5a
ENSMUSG00000053977,15717,Cd8a
ENSMUSG00000053979,15718,A730045E13Rik
ENSMUSG00000053980,15719,Gm9930
ENSMUSG00000053985,15720,Zfp14
ENSMUSG00000053988,15721,NA
ENSMUSG00000054000,15722,Tusc1
ENSMUSG00000054003,15723,Tdrd9
ENSMUSG00000054005,15724,Mill1
ENSMUSG00000054006,15725,D630008O14Rik
ENSMUSG00000054008,15726,Ndst1
ENSMUSG00000054013,15727,Tmem179
ENSMUSG00000054021,15728,Sirt5
ENSMUSG00000054027,15729,Nt5dc3
ENSMUSG00000054031,15730,Rdh18-ps
ENSMUSG00000054032,15731,NA
ENSMUSG00000054033,15732,Adam39
ENSMUSG00000054034,15733,Tceal5
ENSMUSG00000054036,15734,Olfr279
ENSMUSG00000054044,15735,NA
ENSMUSG00000054046,15736,Klk13
ENSMUSG00000054051,15737,Ercc6
ENSMUSG00000054052,15738,Rdh19
ENSMUSG00000054054,15739,Olfr309
ENSMUSG00000054057,15740,A930004D18Rik
ENSMUSG00000054061,15741,Gm9934
ENSMUSG00000054065,15742,Pkp3
ENSMUSG00000054069,15743,6030452D12Rik
ENSMUSG00000054072,15744,Iigp1
ENSMUSG00000054074,15745,Skida1
ENSMUSG00000054079,15746,Utp18
ENSMUSG00000054083,15747,Capn12
ENSMUSG00000054087,15748,Fbxw14
ENSMUSG00000054091,15749,1810037I17Rik
ENSMUSG00000054099,15750,Slc25a40
ENSMUSG00000054102,15751,Nlrp9a
ENSMUSG00000054106,15752,Try4
ENSMUSG00000054115,15753,Skp2
ENSMUSG00000054116,15754,E130116L18Rik
ENSMUSG00000054117,15755,Zdhhc25
ENSMUSG00000054123,15756,NA
ENSMUSG00000054128,15757,H2-T3
ENSMUSG00000054134,15758,Umodl1
ENSMUSG00000054135,15759,A430110L20Rik
ENSMUSG00000054136,15760,Adm2
ENSMUSG00000054141,15761,Olfr24
ENSMUSG00000054142,15762,Vmn1r236
ENSMUSG00000054146,15763,Krt15
ENSMUSG00000054150,15764,Syne3
ENSMUSG00000054156,15765,Gm4894
ENSMUSG00000054160,15766,Nkx2-4
ENSMUSG00000054161,15767,Fam83e
ENSMUSG00000054162,15768,Spock3
ENSMUSG00000054165,15769,NA
ENSMUSG00000054169,15770,Ceacam10
ENSMUSG00000054178,15771,Gm9938
ENSMUSG00000054181,15772,A930012O16Rik
ENSMUSG00000054191,15773,Klf1
ENSMUSG00000054196,15774,Cthrc1
ENSMUSG00000054199,15775,Gon4l
ENSMUSG00000054200,15776,Ffar4
ENSMUSG00000054203,15777,Ifi205
ENSMUSG00000054204,15778,Fam150b
ENSMUSG00000054206,15779,Gzmm
ENSMUSG00000054215,15780,Sprr2k
ENSMUSG00000054226,15781,Tprkb
ENSMUSG00000054236,15782,Olfr481
ENSMUSG00000054237,15783,Fra10ac1
ENSMUSG00000054247,15784,Gm9939
ENSMUSG00000054252,15785,Fgfr3
ENSMUSG00000054256,15786,Msi1
ENSMUSG00000054258,15787,Gm5082
ENSMUSG00000054263,15788,Lifr
ENSMUSG00000054266,15789,Serpinb9d
ENSMUSG00000054272,15790,Zscan4c
ENSMUSG00000054277,15791,Arfgap3
ENSMUSG00000054280,15792,Prr14l
ENSMUSG00000054293,15793,A630033H20Rik
ENSMUSG00000054302,15794,Eapp
ENSMUSG00000054304,15795,D130007C19Rik
ENSMUSG00000054309,15796,Cpsf3
ENSMUSG00000054310,15797,Obox1
ENSMUSG00000054312,15798,Mrps21
ENSMUSG00000054320,15799,Lrrc36
ENSMUSG00000054321,15800,Taf4b
ENSMUSG00000054325,15801,Lce3a
ENSMUSG00000054342,15802,Kcnn4
ENSMUSG00000054351,15803,4930553M12Rik
ENSMUSG00000054360,15804,Bsx
ENSMUSG00000054362,15805,Lexm
ENSMUSG00000054364,15806,Rhob
ENSMUSG00000054379,15807,2410024N13Rik
ENSMUSG00000054381,15808,Zfp747
ENSMUSG00000054383,15809,Pnma1
ENSMUSG00000054385,15810,Ceacam2
ENSMUSG00000054387,15811,Mdm4
ENSMUSG00000054391,15812,4930517O19Rik
ENSMUSG00000054400,15813,Cklf
ENSMUSG00000054404,15814,Slfn5
ENSMUSG00000054405,15815,Dnajc8
ENSMUSG00000054406,15816,Olfr411
ENSMUSG00000054408,15817,Spcs3
ENSMUSG00000054409,15818,Tmem74
ENSMUSG00000054412,15819,Gm4793
ENSMUSG00000054414,15820,Slc30a7
ENSMUSG00000054417,15821,Cyp3a44
ENSMUSG00000054418,15822,2900041M22Rik
ENSMUSG00000054422,15823,Fabp1
ENSMUSG00000054423,15824,Cadps
ENSMUSG00000054426,15825,A930005H10Rik
ENSMUSG00000054428,15826,Atpif1
ENSMUSG00000054431,15827,Olfr450
ENSMUSG00000054434,15828,Tmem120b
ENSMUSG00000054435,15829,Gimap4
ENSMUSG00000054446,15830,Cpa1
ENSMUSG00000054450,15831,Gm9945
ENSMUSG00000054452,15832,Aes
ENSMUSG00000054453,15833,Sytl5
ENSMUSG00000054455,15834,Vapb
ENSMUSG00000054457,15835,9430021M05Rik
ENSMUSG00000054459,15836,Vsnl1
ENSMUSG00000054469,15837,Lclat1
ENSMUSG00000054474,15838,Thnsl2
ENSMUSG00000054477,15839,Kcnn2
ENSMUSG00000054484,15840,Tmem62
ENSMUSG00000054488,15841,Gm9946
ENSMUSG00000054493,15842,Gm9947
ENSMUSG00000054497,15843,Tas2r130
ENSMUSG00000054498,15844,Olfr308
ENSMUSG00000054499,15845,Dedd2
ENSMUSG00000054509,15846,Parp4
ENSMUSG00000054510,15847,Gm14461
ENSMUSG00000054514,15848,Atad3aos
ENSMUSG00000054517,15849,Trim65
ENSMUSG00000054519,15850,Zfp867
ENSMUSG00000054520,15851,Sh3bp2
ENSMUSG00000054523,15852,Ms4a5
ENSMUSG00000054526,15853,Olfr1500
ENSMUSG00000054537,15854,Tmprss11e
ENSMUSG00000054545,15855,Ugt1a6a
ENSMUSG00000054555,15856,Adam12
ENSMUSG00000054556,15857,Gm4876
ENSMUSG00000054568,15858,Usp17la
ENSMUSG00000054580,15859,Pla2r1
ENSMUSG00000054582,15860,Pabpc1l
ENSMUSG00000054588,15861,NA
ENSMUSG00000054589,15862,Gm9949
ENSMUSG00000054594,15863,Oscar
ENSMUSG00000054598,15864,9130230L23Rik
ENSMUSG00000054604,15865,Cggbp1
ENSMUSG00000054611,15866,Kdm2a
ENSMUSG00000054612,15867,Mgmt
ENSMUSG00000054618,15868,Gm9951
ENSMUSG00000054619,15869,Mettl7a1
ENSMUSG00000054622,15870,D730045B01Rik
ENSMUSG00000054626,15871,Xlr
ENSMUSG00000054630,15872,Ugt2b5
ENSMUSG00000054640,15873,Slc8a1
ENSMUSG00000054641,15874,Mmrn1
ENSMUSG00000054648,15875,Zfp869
ENSMUSG00000054659,15876,Pm20d2
ENSMUSG00000054662,15877,Ano9
ENSMUSG00000054666,15878,Olfr63
ENSMUSG00000054667,15879,Irs4
ENSMUSG00000054672,15880,5830411N06Rik
ENSMUSG00000054675,15881,Tmem119
ENSMUSG00000054676,15882,1600014C10Rik
ENSMUSG00000054679,15883,Srsf12
ENSMUSG00000054690,15884,Emcn
ENSMUSG00000054693,15885,Adam10
ENSMUSG00000054702,15886,Ap1s3
ENSMUSG00000054708,15887,Ankrd24
ENSMUSG00000054714,15888,NA
ENSMUSG00000054715,15889,Zscan22
ENSMUSG00000054716,15890,Zfp771
ENSMUSG00000054717,15891,Hmgb2
ENSMUSG00000054720,15892,Lrrc8c
ENSMUSG00000054723,15893,Vmac
ENSMUSG00000054727,15894,1700013H16Rik
ENSMUSG00000054728,15895,Phactr1
ENSMUSG00000054733,15896,Msra
ENSMUSG00000054737,15897,Zfp182
ENSMUSG00000054745,15898,Gm9955
ENSMUSG00000054746,15899,Abca15
ENSMUSG00000054752,15900,Fsd1l
ENSMUSG00000054753,15901,AU018091
ENSMUSG00000054757,15902,Akr1c20
ENSMUSG00000054758,15903,Gm9956
ENSMUSG00000054759,15904,Krtap5-2
ENSMUSG00000054763,15905,Defb42
ENSMUSG00000054764,15906,Mtnr1a
ENSMUSG00000054766,15907,Set
ENSMUSG00000054770,15908,Kctd18
ENSMUSG00000054773,15909,NA
ENSMUSG00000054779,15910,Fgf2os
ENSMUSG00000054792,15911,Klhl18
ENSMUSG00000054793,15912,Cadm4
ENSMUSG00000054808,15913,Actn4
ENSMUSG00000054814,15914,Usp46
ENSMUSG00000054822,15915,1700041G16Rik
ENSMUSG00000054823,15916,Whsc1l1
ENSMUSG00000054827,15917,Cyp2c50
ENSMUSG00000054836,15918,Elp6
ENSMUSG00000054843,15919,Atrnl1
ENSMUSG00000054850,15920,Smim10l2a
ENSMUSG00000054855,15921,Rnd1
ENSMUSG00000054863,15922,Fam19a5
ENSMUSG00000054871,15923,Tmem158
ENSMUSG00000054874,15924,Pcnxl3
ENSMUSG00000054885,15925,4930578G10Rik
ENSMUSG00000054889,15926,Dsp
ENSMUSG00000054890,15927,Olfr1535
ENSMUSG00000054892,15928,Txk
ENSMUSG00000054893,15929,Zfp667
ENSMUSG00000054894,15930,Atp5s
ENSMUSG00000054901,15931,Arhgef33
ENSMUSG00000054905,15932,Stfa3
ENSMUSG00000054909,15933,Wbscr25
ENSMUSG00000054910,15934,4931415C17Rik
ENSMUSG00000054920,15935,Klhl5
ENSMUSG00000054931,15936,Zkscan4
ENSMUSG00000054932,15937,Afp
ENSMUSG00000054934,15938,Kcnmb4
ENSMUSG00000054938,15939,Olfr1346
ENSMUSG00000054939,15940,Zfp174
ENSMUSG00000054940,15941,Olfr137
ENSMUSG00000054942,15942,Fam73a
ENSMUSG00000054944,15943,5330416C01Rik
ENSMUSG00000054945,15944,Gm9958
ENSMUSG00000054951,15945,9130008F23Rik
ENSMUSG00000054957,15946,Gm9959
ENSMUSG00000054958,15947,Nt5c1a
ENSMUSG00000054966,15948,Lmntd1
ENSMUSG00000054967,15949,Zfp647
ENSMUSG00000054976,15950,Nyap2
ENSMUSG00000054978,15951,Kbtbd13
ENSMUSG00000054986,15952,Sec14l3
ENSMUSG00000054988,15953,Agtr1b
ENSMUSG00000054999,15954,Naaladl1
ENSMUSG00000055003,15955,Lrtm2
ENSMUSG00000055010,15956,A830031A19Rik
ENSMUSG00000055013,15957,Agap1
ENSMUSG00000055015,15958,Gm9961
ENSMUSG00000055022,15959,Cntn1
ENSMUSG00000055024,15960,Ep300
ENSMUSG00000055026,15961,Gabrg3
ENSMUSG00000055027,15962,Smyd1
ENSMUSG00000055030,15963,Sprr2e
ENSMUSG00000055033,15964,Olfr420
ENSMUSG00000055041,15965,Commd5
ENSMUSG00000055044,15966,Pdlim1
ENSMUSG00000055045,15967,Gm11190
ENSMUSG00000055048,15968,Gm9962
ENSMUSG00000055053,15969,Nfic
ENSMUSG00000055061,15970,4931431C16Rik
ENSMUSG00000055065,15971,Ddx17
ENSMUSG00000055067,15972,Smyd3
ENSMUSG00000055069,15973,Rab39
ENSMUSG00000055072,15974,Gm9964
ENSMUSG00000055078,15975,Gabra5
ENSMUSG00000055088,15976,Olfr354
ENSMUSG00000055093,15977,Gm8430
ENSMUSG00000055095,15978,Spink6
ENSMUSG00000055099,15979,NA
ENSMUSG00000055102,15980,Zfp819
ENSMUSG00000055108,15981,Phxr2
ENSMUSG00000055109,15982,Gm15155
ENSMUSG00000055110,15983,A630012P03Rik
ENSMUSG00000055114,15984,Anxa13
ENSMUSG00000055116,15985,Arntl
ENSMUSG00000055124,15986,NA
ENSMUSG00000055125,15987,M5C1000I18Rik
ENSMUSG00000055128,15988,Cgrrf1
ENSMUSG00000055134,15989,9130017K11Rik
ENSMUSG00000055137,15990,Sugct
ENSMUSG00000055138,15991,Gm4861
ENSMUSG00000055148,15992,Klf2
ENSMUSG00000055150,15993,Zfp78
ENSMUSG00000055159,15994,4930583K01Rik
ENSMUSG00000055170,15995,Ifng
ENSMUSG00000055172,15996,C1ra
ENSMUSG00000055177,15997,Cstl1
ENSMUSG00000055184,15998,Fam72a
ENSMUSG00000055188,15999,Rbm3os
ENSMUSG00000055193,16000,Klk15
ENSMUSG00000055194,16001,Actbl2
ENSMUSG00000055197,16002,Fev
ENSMUSG00000055198,16003,Gm12830
ENSMUSG00000055200,16004,Sertad3
ENSMUSG00000055202,16005,Zfp811
ENSMUSG00000055204,16006,Ankrd17
ENSMUSG00000055210,16007,Foxd2
ENSMUSG00000055214,16008,Pld5
ENSMUSG00000055216,16009,9430025C20Rik
ENSMUSG00000055228,16010,Zfp935
ENSMUSG00000055235,16011,Wdr86
ENSMUSG00000055239,16012,Kcmf1
ENSMUSG00000055240,16013,Zfp101
ENSMUSG00000055254,16014,Ntrk2
ENSMUSG00000055271,16015,9330161L09Rik
ENSMUSG00000055296,16016,Tmem245
ENSMUSG00000055298,16017,Ctsj
ENSMUSG00000055301,16018,Adh7
ENSMUSG00000055302,16019,Mrfap1
ENSMUSG00000055305,16020,Zfp93
ENSMUSG00000055312,16021,Them7
ENSMUSG00000055313,16022,Pgbd1
ENSMUSG00000055319,16023,Sec23ip
ENSMUSG00000055320,16024,Tead1
ENSMUSG00000055322,16025,Tns1
ENSMUSG00000055323,16026,Gm9967
ENSMUSG00000055333,16027,Fat2
ENSMUSG00000055334,16028,Snupn
ENSMUSG00000055340,16029,NA
ENSMUSG00000055341,16030,Zfp457
ENSMUSG00000055357,16031,4933400A11Rik
ENSMUSG00000055360,16032,Prl2c5
ENSMUSG00000055368,16033,Slc6a2
ENSMUSG00000055370,16034,Gm9968
ENSMUSG00000055371,16035,Stam2
ENSMUSG00000055373,16036,Fut9
ENSMUSG00000055385,16037,Rnf212
ENSMUSG00000055396,16038,NA
ENSMUSG00000055401,16039,Fbxo6
ENSMUSG00000055403,16040,4933427D06Rik
ENSMUSG00000055407,16041,Map6
ENSMUSG00000055408,16042,Hottip
ENSMUSG00000055409,16043,Nell1
ENSMUSG00000055413,16044,H2-Q5
ENSMUSG00000055415,16045,Atp10b
ENSMUSG00000055416,16046,Fam136b-ps
ENSMUSG00000055421,16047,Pcdh9
ENSMUSG00000055424,16048,Gm9970
ENSMUSG00000055430,16049,Nap1l5
ENSMUSG00000055435,16050,Maf
ENSMUSG00000055436,16051,Srsf11
ENSMUSG00000055446,16052,A630091E08Rik
ENSMUSG00000055447,16053,Cd47
ENSMUSG00000055452,16054,Gm7353
ENSMUSG00000055456,16055,Gm9972
ENSMUSG00000055471,16056,Alk
ENSMUSG00000055480,16057,Zfp458
ENSMUSG00000055485,16058,Soga1
ENSMUSG00000055489,16059,Ano5
ENSMUSG00000055491,16060,Pprc1
ENSMUSG00000055493,16061,Epm2a
ENSMUSG00000055494,16062,Gm14168
ENSMUSG00000055497,16063,Gm9974
ENSMUSG00000055515,16064,Vmn2r81
ENSMUSG00000055523,16065,Gucy2g
ENSMUSG00000055531,16066,Cpsf6
ENSMUSG00000055538,16067,Zcchc24
ENSMUSG00000055540,16068,Epha6
ENSMUSG00000055541,16069,Lair1
ENSMUSG00000055546,16070,Timd4
ENSMUSG00000055547,16071,Apobec4
ENSMUSG00000055553,16072,Kxd1
ENSMUSG00000055555,16073,4930502E18Rik
ENSMUSG00000055560,16074,Zfp459
ENSMUSG00000055561,16075,Spink5
ENSMUSG00000055567,16076,Unc80
ENSMUSG00000055571,16077,Olfr305
ENSMUSG00000055594,16078,5530400C23Rik
ENSMUSG00000055602,16079,Tcp10b
ENSMUSG00000055609,16080,Hba-x
ENSMUSG00000055610,16081,Olfr307
ENSMUSG00000055612,16082,Cdca7
ENSMUSG00000055621,16083,Olfr636-ps1
ENSMUSG00000055629,16084,B4galnt4
ENSMUSG00000055632,16085,Hmcn2
ENSMUSG00000055633,16086,Zfp580
ENSMUSG00000055639,16087,Dach1
ENSMUSG00000055643,16088,4931431F19Rik
ENSMUSG00000055652,16089,Klhl25
ENSMUSG00000055653,16090,Gpc3
ENSMUSG00000055657,16091,NA
ENSMUSG00000055660,16092,Mettl4
ENSMUSG00000055670,16093,Zzef1
ENSMUSG00000055675,16094,Kbtbd11
ENSMUSG00000055676,16095,Gm5069
ENSMUSG00000055679,16096,Ctsr
ENSMUSG00000055681,16097,Cope
ENSMUSG00000055691,16098,Gja6
ENSMUSG00000055692,16099,Tmem191c
ENSMUSG00000055694,16100,NA
ENSMUSG00000055700,16101,4933401B06Rik
ENSMUSG00000055704,16102,Gm9978
ENSMUSG00000055707,16103,Klhl26
ENSMUSG00000055717,16104,Slain1
ENSMUSG00000055720,16105,Ubl7
ENSMUSG00000055723,16106,Rras2
ENSMUSG00000055725,16107,Paqr3
ENSMUSG00000055730,16108,Ces2a
ENSMUSG00000055732,16109,Gm9979
ENSMUSG00000055733,16110,Nap1l3
ENSMUSG00000055737,16111,Ghr
ENSMUSG00000055745,16112,Ldoc1l
ENSMUSG00000055746,16113,Magea2
ENSMUSG00000055748,16114,Gsdmc4
ENSMUSG00000055760,16115,Gemin6
ENSMUSG00000055761,16116,Nkain3
ENSMUSG00000055762,16117,Eef1d
ENSMUSG00000055771,16118,Gm7936
